taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,Genome Size   * assembled,Gene Count   * assembled
2510461076,Bacteria,Permanent Draft,"Analysis of the clover, pea/bean and lupin microsymbiont genetic pool by studying isolates from distinct Vavilov centres of diversity",Rhizobium leguminosarum bv. trifolii TA1,DOE Joint Genome Institute (JGI),2510461076,8618824,8576
2693429818,Bacteria,Permanent Draft,Mesorhizobium sp. ORS3428 Genome sequencing and assembly,Mesorhizobium sp. ORS 3428,University of New Hampshire,2693429818,6552800,5950
2643221868,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Methylobacterium sp. Leaf106,Max Planck Institute for Plant Breeding Research,2643221868,4759318,4505
2556921109,Bacteria,Permanent Draft,Mediterranean Grassland Soil Metagenome (MGSM): Enabling a systems view of soil carbon and nitrogen biogeochemistry under a changing climate.,Sphingomonas sp. URHD0057,DOE Joint Genome Institute (JGI),2556921109,2785891,2889
2770939570,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification",Aquamicrobium defluvii DSM 11603,DOE Joint Genome Institute (JGI),2770939570,4522399,4490
2643221738,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Novosphingobium sp. Leaf2,Max Planck Institute for Plant Breeding Research,2643221738,3715735,3602
2837249066,Bacteria,Finished,Phreatobacter sp. S-12 genome sequencing,Phreatobacter sp. S-12,National Institute of Agricultural Science,2837249066,4494445,4393
2706794537,Bacteria,Permanent Draft,Mesorhizobium  species genome sequencing - University of Southern California,Mesorhizobium sp. LNHC252B00,University of Southern California,2706794537,6769197,6777
2643221507,Bacteria,Permanent Draft,Plant associated metagenomes--Microbial community diversity and host control of community assembly across model and emerging plant ecological genomics systems.,Methylobacterium sp. CL129,"University of North Carolina, Chapel Hill",2643221507,6688299,6534
2823992343,Bacteria,Permanent Draft,Multi-cycle Selection of Sorghum Microbiomes for Biological Nitrogen Fixation,Novosphingobium sp. SG919,DOE Joint Genome Institute (JGI),2823992343,5454795,4899
2788500539,Bacteria,Finished,Devosia sp. I507 genome sequencing,Devosia sp. I507,"First Institute of Oceanography, State Oceanic Administration of China",2788500539,4005916,3971
2841966195,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Bradyrhizobium sp. CIR18,DOE Joint Genome Institute (JGI),2841966195,8673214,8328
2869234852,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M7A.T.Ca.US.000.02.2.1,"University of California, Davis",2869234852,6654993,7277
2757320442,Bacteria,Permanent Draft,"Populus root and rhizosphere microbial communities from Tennessee, USA",Bosea sp. CF476,DOE Joint Genome Institute (JGI),2757320442,5991353,5777
2928031308,Bacteria,Permanent Draft,"Sorghum-associated microbial communities from plants grown in Nebraska, USA",Methylobacterium sp. 1030,DOE Joint Genome Institute (JGI),2928031308,6651484,6488
2921438136,Bacteria,Permanent Draft,Genome Sequencing of Methylobacterium sp. ISTM1,Methylobacterium sp. ISTM1,Jawaharlal Nehru University,2921438136,5393404,5239
2645727516,Bacteria,Permanent Draft,Comparative genomic analysis of Citromicrobium spp. strains,Citromicrobium sp. WPS32,Xiamen university,2645727516,3159634,3109
2928206566,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification",Mesorhizobium shonense DSM 29846,DOE Joint Genome Institute (JGI),2928206566,7619415,7573
2928278735,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification",Methylobacterium gregans DSM 19564,DOE Joint Genome Institute (JGI),2928278735,5882732,5693
2740892158,Bacteria,Permanent Draft,Genome sequencing of high-molecular-weight (HMW) dissolved organic matter (DOM) degraders,Erythrobacter sp. HI0074,Massachusetts Institute of Technology,2740892158,3066990,3294
2698536446,Bacteria,Permanent Draft,Mesorhizobium  species genome sequencing - University of Southern California,Mesorhizobium sp. LNJC391B00,University of Southern California,2698536446,6388821,6249
2824955886,Bacteria,Permanent Draft,Understanding the reciprocal impacts of modified plant cell wall and associated microbiome,Novosphingobium sp. BK280,DOE Joint Genome Institute (JGI),2824955886,4894517,4452
2537561796,Bacteria,Permanent Draft,Human Microbiome Project (HMP) Reference Genomes,Sphingobium yanoikuyae ATCC 51230,Broad Institute,2537561796,5500358,5139
2811995078,Bacteria,Permanent Draft,Draft Metagenome-assembled Genomes from Global Oceans - TOBG MAGs,Ponticaulis sp. MED653,CEA Genoscope,2811995078,3491745,3410
2513237095,Bacteria,Permanent Draft,GEBA - Root Nodulating Bacteria,Bradyrhizobium diazoefficiens USDA 122,DOE Joint Genome Institute (JGI),2513237095,8976980,8530
2864914039,Bacteria,Permanent Draft,Functional genomics of gut bacteria from endangered species of beetles,Chromobacterium alkanivorans S00172,DOE Joint Genome Institute (JGI),2864914039,5174988,4770
2788500477,Bacteria,Permanent Draft,Draft Metagenome-assembled Genomes from Global Oceans - TOBG MAGs,Hyphomonas sp. SP20,"CEA Genoscope, Canada's Michael Smith Genome Sciences Centre",2788500477,3673197,3653
2758568523,Bacteria,Permanent Draft,Understanding mechanisms by which microbes promote plant health,Methylobacterium radiotolerans ES_PA-B5,DOE Joint Genome Institute (JGI),2758568523,7696971,7423
2851182111,Bacteria,Permanent Draft,Genome sequencing and assembly of relic peas symbionts,Bosea sp. Tri-44,All-Russia Research Institute for Agricultural Microbiology,2851182111,6047226,5983
2643221801,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Methylobacterium sp. Leaf104,Max Planck Institute for Plant Breeding Research,2643221801,4968001,4714
2671180970,Bacteria,Permanent Draft,Mesorhizobium  species genome sequencing - University of Southern California,Mesorhizobium sp. LSHC420B00,University of Southern California,2671180970,7044680,7154
637000038,Bacteria,Finished,Bradyrhizobium japonicum USDA 110,Bradyrhizobium japonicum USDA 110,Kazusa DNA Research Institute,637000038,9105828,8402
2795386104,Bacteria,Permanent Draft,Understanding the reciprocal impacts of modified plant cell wall and associated microbiome,Methylobacterium sp. BK227,DOE Joint Genome Institute (JGI),2795386104,6637442,6410
2876413966,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M2D.F.Ca.ET.233.01.1.1,"University of California, Davis",2876413966,6831344,7014
2881147464,Bacteria,Finished,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1,"University of California, Davis",2881147464,7779814,7827
2757320695,Bacteria,Finished,Genome sequencing of Pseudorhodoplanes sinuspersici RIPI110,Pseudorhodoplanes sinuspersici RIPI110,Research institute of petroleum industry,2757320695,5971615,5863
2881072881,Bacteria,Permanent Draft,Siculibacillus lacustris SA-279 genome sequencing,Siculibacillus lacustris SA-279,Eotvos Lorand University,2881072881,5020870,4683
2636415534,Bacteria,Permanent Draft,Erythrobacter citreus LAMA 915 Genome sequencing,Erythrobacter citreus LAMA 915,University of Vale do Itajai,2636415534,3094736,3041
2574180438,Bacteria,Permanent Draft,Plant associated metagenomes--Microbial community diversity and host control of community assembly across model and emerging plant ecological genomics systems.,Methylobacterium sp. UNCCL110,DOE Joint Genome Institute (JGI),2574180438,6613608,6411
2864665875,Bacteria,Permanent Draft,Exploring microbial biodiversity for novel pathways involved in the catabolism of aromatic compounds derived from lignin,Sphingobium sp. B9G3B,DOE Joint Genome Institute (JGI),2864665875,5143881,5001
2516653011,Bacteria,Permanent Draft,Rhodopseudomonas palustris sequencing - Univ of Washington,"Rhodopseudomonas palustris Pfennig 1850, DSM 126",University of Washington,2516653011,5327492,5918
2928566807,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification",Methylobacterium goesingense DSM 21331,DOE Joint Genome Institute (JGI),2928566807,5466155,5281
2756170276,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification",Methylobacterium organophilum DSM 760,DOE Joint Genome Institute (JGI),2756170276,6750984,6424
2874146452,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M2D.F.Ca.ET.160.01.1.1,"University of California, Davis",2874146452,7533118,9184
2788500281,Bacteria,Permanent Draft,Draft Metagenome-assembled Genomes from Global Oceans - TOBG MAGs,Tistrella sp. EAC87,"CEA Genoscope, Canada's Michael Smith Genome Sciences Centre",2788500281,5569343,5285
2675903438,Bacteria,Permanent Draft,"Novosphingobium  genome sequencing - National Institute of Technology and Evaluation, Japan",Novosphingobium subterraneum NBRC 16086,National Institute of Technology and Evaluation,2675903438,4697333,4562
2545555834,Bacteria,Permanent Draft,GEBA - Root Nodulating Bacteria,Methylobacterium sp. WSM2598,DOE Joint Genome Institute (JGI),2545555834,8130841,7667
2698536553,Bacteria,Permanent Draft,Mesorhizobium  species genome sequencing - University of Southern California,Mesorhizobium sp. LNHC221B00,University of Southern California,2698536553,6755469,6629
2579779071,Bacteria,Permanent Draft,Sphingobium lucknowense F2,Sphingobium lucknowense F2,University of Delhi,2579779071,4756373,4822
2896557008,Bacteria,Finished,Rhizobium sp. JKLM12A2 genome sequencing,Rhizobium indicum JKLM12A2,National Centre for Cell Science,2896557008,7533049,7464
2503904014,Bacteria,Finished,A Whole Genome Sequence of Sphingobium chlorophenolicum,Sphingobium chlorophenolicum L-1,DOE Joint Genome Institute (JGI),2503904014,4573221,4224
2827151895,Bacteria,Finished,Sphingobium yanoikuyae strain:SHJ Genome sequencing,Sphingobium yanoikuyae SHJ GCA_001078495.1,"China University of Geosciences, Beijing",2827151895,5669383,5603
2900290145,Bacteria,Permanent Draft,AAP Bacteria from Wheat Phyllosphere,Methylobacterium sp. WL69,Aarhus University,2900290145,4697830,4616
2687453580,Bacteria,Finished,Sphingopyxis macrogoltabida 203N genome sequencing,Sphingopyxis macrogoltabida 203N,Kyoto Institute of Technology,2687453580,5953153,5783
2920970810,Bacteria,Permanent Draft,Genome Sequencing of Sphingopyxis sp. LK2115,Sphingopyxis sp. LK2115,Zhejiang University,2920970810,3216633,3163
2891978429,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Bradyrhizobium japonicum USDA 300,DOE Joint Genome Institute (JGI),2891978429,9181317,8943
2903801594,Bacteria,Permanent Draft,"Drinking water biofilms microbial communities from hospital in Ohio, USA",Sphingomonas sp. CCH9-H8,"Georgia Institute of Technology, U.S. Environmental Protection Agency",2903801594,4290527,4631
2654588102,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",Bradyrhizobium sp. Rc2d,DOE Joint Genome Institute (JGI),2654588102,9578216,9225
2596583600,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",Sphingobium faniae CGMCC 1.7749,DOE Joint Genome Institute (JGI),2596583600,4840393,4839
2902349474,Bacteria,Permanent Draft,AAP Bacteria from Wheat Phyllosphere,Methylobacterium sp. WL116,Aarhus University,2902349474,5471369,6401
2881008736,Bacteria,Permanent Draft,Sphingobium algorifonticola TLA-22 genome sequencing,Sphingobium algorifonticola TLA-22,National Kaohsiung Normal University,2881008736,3843870,3716
2918982202,Bacteria,Permanent Draft,Dissecting the diversity of rare earth-dependent plant-microbiome interactions,Methylorubrum extorquens SLI 576,DOE Joint Genome Institute (JGI),2918982202,5258458,5047
2829766573,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification",Methylorubrum rhodesianum DSM 5687,DOE Joint Genome Institute (JGI),2829766573,5873985,5650
2687453113,Bacteria,Finished,Sphingopyxis strain TFA genome,Sphingopyxis granuli TFA,Centro Andaluz de Biologia del Desarrollo. Pablo de Olavide University,2687453113,4679853,4359
2554235754,Bacteria,Permanent Draft,Bradyrhizobium sp. OHSU_III,Bradyrhizobium sp. OHSU_III,U.S. Food and Drug Administration,2554235754,7941537,7468
2808606815,Bacteria,Finished,Sphingobium herbicidovorans MH Genome sequencing,Sphingobium herbicidovorans NBRC 16415,Aarhus University,2808606815,4240798,4221
2841949485,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Bradyrhizobium sp. ERR14,DOE Joint Genome Institute (JGI),2841949485,8680857,8463
2831509524,Bacteria,Permanent Draft,Rhizorhabdus dicambivorans Ndbn-20m genome sequencing,Rhizorhabdus dicambivorans Ndbn-20m,Nanjing Agricultural University,2831509524,5247494,5163
2824696289,Bacteria,Permanent Draft,Evolution and phylogenomics of peanut bardyrhizobia,Bradyrhizobium sp. HAMBI 2127,"Institute of Biotechnology, Helsinki University",2824696289,8335049,8305
2844094995,Bacteria,Permanent Draft,Bosea sp. CS1GBMeth4 genome sequencing,Bosea sp. CS1GBMeth4,Griffith University,2844094995,5073819,4945
2879170735,Bacteria,Permanent Draft,Sphingomonas sp. ZDH117 genome sequencing,Sphingomonas sp. ZDH117,Huazhong Agricultural University (HZAU),2879170735,3541169,3458
2855437231,Bacteria,Permanent Draft,Genome streamlining in bacteria evolving under high predation pressure,Sphingobium sp. ERS1026116,University of Zuerich,2855437231,4872313,4904
2881178938,Bacteria,Permanent Draft,Bradyrhizobium sp. Genome sequencing,Bradyrhizobium sp. TSA1,University of Minnesota,2881178938,8199267,7811
2548876930,Bacteria,Permanent Draft,Sphingomonas wittichii DP58,Sphingomonas wittichii DP58,Shanghai Jiao Tong University,2548876930,5628887,5734
2847670302,Bacteria,Finished,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M3A.F.Ca.ET.080.04.2.1,"University of California, Davis",2847670302,6165597,6019
2874102143,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M1A.F.Ca.IN.022.04.1.1,"University of California, Davis",2874102143,6342645,7039
